Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type
RjSuneetha,RJ suneetha,7/21/2019 18:51,"🇮🇳 #ISROMissions 🇮🇳
The launch countdown of #GSLVMkIII-M1/#Chandrayaan2 commenced today at  1843 Hrs IST. The launch is scheduled at 1443 Hrs IST on July 22nd. https://t.co/fAUUfSOsdC","Hyderabad, Andhra Pradesh",0,Twitter for Android
AmitHPanchal,Amit Panchal,7/21/2019 18:51,"Get, Set, Go! #Chandrayaan2
Date: 22 July 2019
Time: 2.43 PM
#ISROMissions https://t.co/NQ7PS2hVe1",Ahmedabad,23,Twitter for Android
dksaha49,Dipakkumar Saha,7/21/2019 18:51,I feel proud for all these activities of my country.#Chandrayaan2,,0,Twitter Web App
ravi16585763,ravi,7/21/2019 18:51,Big day for us so looking forward to it #Chandrayaan2,,0,Twitter for iPhone
siddarthpaim,Siddarth Pai,7/21/2019 18:50,Best wishes to @isro ahead of moon mission #Chandrayaan2 at 1443Hrs today ! Wishing a successful mission https://t.co/Vmc0FvfOWb,Bengaluru,6,Twitter for Android
Girishp16610604,Girish pandey,7/21/2019 18:48,"#ISRO #ISROMissions
#Chandrayaan2
Mission Planning

Launch Date

July 22, 2019

Landing on Moon

Sep 7, 2019

Scientific Experiment on Moon

1 Lunar day (14 earth days)

Orbital Experiment

Will be operational for 1 year",korba,0,Twitter for Android
SohamMitra6,Soham Mitra,7/21/2019 18:47,"At a time when, 50 years of human on moon or the Chandrayan 2 should be trending; this is what the trending looks ryt now.
Pretty much sums up the country's situation in recent times😝
#India #Trending #Chandrayaan2 #MoonLanding50th #apollo11anniversary #Apollo50th #Apollo11at50 https://t.co/6SycECoGew",Kolkata,0,Twitter for Android
RashmiPreeti,Preeti,7/21/2019 18:44,"Tomorrow A very proud moment of India with #Chandrayaan2
#feelproud
#ISROMissions @isro",भारत India ,1,Twitter Web App
yadavmaheshbm,Mahesh Yadav,7/21/2019 18:44,"I Wish You Best Of Luck One Again To Team @isro For #Chandrayaan2.       
Countdown Started.. Ready Steady Go🚀🚀🚀🚀🚀🚀🚀🚀

Come on India🚀🇮🇳
India's Proud Moments🇮🇳👏👏

#Chandrayaan2 https://t.co/H0qe46J5DA","Alwar, India",5,Twitter for Android
Arsh87956667,Arsh,7/21/2019 18:43,"Chandrayaan 2 almost coincides with the 50th Anniversary of Apollo 11, 
the time when Neil Armstrong became the first person to step foot on the moon. @isro i hope that we succeed in our mission.🇮🇳🇮🇳 #Chandrayaan2","Chandigarh, India",0,Twitter for Android
iamrahuldass,ʀΛнUʟ dΛՏ,7/21/2019 18:43,"Chandrayaan 2 is ready to take a billion dreams to the Moon — now stronger than ever before! Join us for the launch on Monday — 22 July, 2019 — at 2:43 PM IST.
 #Chandrayaan2 #GSLVMkIII #ISRO https://t.co/Yy5ctJGoWC","Dhanbad, India",0,Twitter for Android
dhirajsgupta,Dhiraj Gupta,7/21/2019 18:41,"@isro Great.....CountDown started and waiting for Historical launching moment of #GSLVMkIII , #Chandrayaan2. #Chandrayan2 #ISROMissions #ISRO.

Proud to be an Indian !!
Jai Hindi..!!!",India,7,Twitter for Android
im_RKGupta,Rahul Kr Gupta,7/21/2019 18:39,"@isro Do it @2:43🚀🇮🇳

#Chandrayaan2 #ISRO #GSLVMkIII #India","Delhi,India",0,Twitter Web App
vidyaka69705484,Vidya Kadam,7/21/2019 18:38,All the best 👍 @isro Success is urs #Chandrayaan2 #GSLVMkIII @IndiaToday @PMOIndia https://t.co/KbJd71W1uT,"Thane, India",0,Twitter for iPhone
BhattNaturally1,💡🤔 Think 🙄,7/21/2019 18:37,@isro Good luck and Safe Landings 🇮🇳💪🚀 More Power to you #Chandrayaan2 #JaiHind https://t.co/G2lELaxnDx,Earth For Now...,0,Twitter for Android
ShivamC94223286,Shivam Chandra,7/21/2019 18:37,"@isro @MIB_India All the very best .
#jaihind
#ISROMissions 
#Chandrayaan2","Kolkata, India",0,Twitter for iPad
ravisha56836868,Ravi$hankar,7/21/2019 18:36,"After a few hours from now on, India is going to the moon and we will be very proud of the Indians #Chandrayaan2 https://t.co/KAMJgj8RHG",,1,Twitter for Android
AMRarmy,Dr.AnbumaniArmy #Graduates,7/21/2019 18:35,"1981 :: ISRO Scientists Carry India's First Communication  APPLE Satellite On Bullock Cart 

#BestWishes #Chandrayaan2
2019 
முதல் பெண் தலைமையில் https://t.co/jEugnCk2vu",Tamil Nadu ThailaPuram PMK ,0,Twitter Web App
shobhit_pant,SHOBHIT PANT 🇮🇳,7/21/2019 18:35,"Team @isro, you are the pride of this nation. May Chandrayaan 2 find success.  #Chandrayaan2 #ISRO #GSLVMkIII https://t.co/8ZOMqwJVkn",India,0,Twitter for Android
Watsay,urbanopath,7/21/2019 18:34,Have no respect for #ISRO bcz it hs built nothing which works on its own. PSLV is an A-Z russian technology &amp; indian made GSLV  rockets 🚀 have failed. Isro ppl shud try to build a machine whch cleans d sewers first &amp; pls stop doing hawans for once &amp; all. Parasites. #Chandrayaan2 https://t.co/O4twmoUhGs,,0,Twitter for iPhone
mr_bedre,Sunil Bedre,7/21/2019 18:33,"The total cost of the Chandrayaan-2 mission is about $124 mn, which includes a $31 mn price tag for the launch and $93 mn for the satellite. Cost is less than half of the budget of Hollywood blockbuster ""Avengers Endgame"", which had an estimated budget of $356 mn. #Chandrayaan2 https://t.co/5L5EeL6lZI","Bengaluru, India",0,Twitter for Android
notsojain,Arihant Jain,7/21/2019 18:33,"@austinbarnard45 Good Morning to you austin, it's 0:02 here in India and I'm super excited to start my day with the #Chandrayaan2 launch.",,0,Twitter for Android
Iam_Praveen1995,Praveen Aravind,7/21/2019 18:33,@isro Good luck @isro #Chandrayaan2,Bharat 🇮🇳,0,Twitter for Android
aSeptemberguy,Matrix,7/21/2019 18:33,"Best wishes to @isro for chandrayaan-2.
Make us proud 🇮🇳
Let's do this ⛳
#Chandrayaan2 
#ISRO",,0,Twitter for Android
mr_bedre,Sunil Bedre,7/21/2019 18:33,"Chandrayaan 2 is ready to take a billion dreams to the Moon — now stronger than ever before! Join us for the launch on Monday — 22 July, 2019 — at 2:43 PM IST.
 #Chandrayaan2 #GSLVMkIII #ISRO https://t.co/epSeGctEOD","Bengaluru, India",0,Twitter for Android
kajalshawol,Kajal 🇮🇳,7/21/2019 18:32,Feeling very disappointed when #seduce is trending instead of #Chandrayaan2 at this moment.🙄,"Kolkata , India",0,Twitter for Android
singhratan656,Ratan Singh,7/21/2019 18:30,"#chandrayaan2
Go
And
Show
The world
We r not only playing with mouse now we r playing with space too
#IncredibleIndia
#IndianSpaceProgramme",mumbai,0,Twitter for Android
RV_3010,ѕℓιgнтℓу вιттєя...,7/21/2019 18:29,"Where #Pakistan was making fun of #india for loss in #CWC2019 semifinals, for #Chandrayaan2 not making on its first attempt, #HimaDas was making us proud by creating records. @HimaDas8 #Inspiration https://t.co/0Murue42JO",pados mein !,0,Twitter for Android
UpAndHighRaj,Appāṇḍai Rāj V.A. 🏳️‍🌈🇮🇳,7/21/2019 18:28,"Unlike the first time, I won't be there in Śrīharikōṭa to witness the #Chandrayaan2  launch for the second time! Good luck to #ISRO for the big day tomorrow! Hope they believe in science and reason this time instead of believing blindly in superstitions. https://t.co/TKvptuClSR","Viluppuram, India",1,Twitter for Android
SkymetWeather,SkymetWeather,7/21/2019 18:26,"#Chandrayaan2 to take off tomorrow afternoon from Sriharikota, #rains expected: https://t.co/Nul8KYqCo3",India,1,Hootsuite Inc.
IndiaToday,India Today,7/21/2019 18:23,"The GSLV-Mk III rocket nicknamed 'Bahubali' will carry the 3.8-tonne #Chandrayaan2 spacecraft.

https://t.co/SdydiC2N68",India,13,Twitter Web App
vikash_bhakta,Vikash Kumar Bhakta,7/21/2019 18:23,Best of luck to our scientists and engineers for tomorrow's launch of Chandrayan-2. #Chandrayaan2,,0,Twitter for Android
Shrivat18981277,Shrivatsa,7/21/2019 18:22,the launch countdown of #Chandrayaan2 #GSLVMkIII comensed today and scheduled to launch on #22july https://t.co/ZjbvIBbOKT,,0,Twitter for Android
Shubham23131775,Shubham verma,7/21/2019 18:20,"UH25 (fuel) filling of liquid core stage (L110) of #GSLVMkIII-M1 commenced. 
#Chandrayaan2 #ISRO
Stay tuned for more updates.... https://t.co/HqYNPpobOH",,1,Twitter for Android
MonikaR35923756,Monika Raj,7/21/2019 18:20,@isro All the best #TeamISRO #Chandrayaan2 #proudmoment,"Bengaluru, India",1,Twitter for Android
bdnaraayannkar,NewsyCub,7/21/2019 18:19,"All the best @isro 

Read: https://t.co/pfUdcGhsUq

 #Chandrayaan2","Bengaluru, India",0,Twitter Web App
TV9Telugu,TV9 Telugu,7/21/2019 18:19,"#ISRO fixes #GSLVMK3 cryogenic engine glitch, #Chandrayaan2 countdown begins   

For more :https://t.co/YimXR5WFEW https://t.co/UI7EI3a8zN","Hyderabad, Telangana, India",0,Twitter Media Studio
hari9946,Hari krishna,7/21/2019 18:19,"@isro Big Day Tomorrow, All the best @isro .we know that you make us proud.#Chandrayaan2 https://t.co/JiuGUC2MaB","Hyderabad, India",0,Twitter for Android
SabsePahleDesh,NationFirst,7/21/2019 18:18,"🇮🇳 #ISROMissions 🇮🇳
The launch countdown of #GSLVMkIII-M1/#Chandrayaan2 commenced today at  1843 Hrs IST. The launch is scheduled at 1443 Hrs IST on July 22nd.
More updates to follow... https://t.co/nLhbA8rLam","Pune, India",0,Twitter for Android
Shubham23131775,Shubham verma,7/21/2019 18:17,"🇮🇳 #ISROMissions 🇮🇳
The launch countdown of #GSLVMkIII-M1/#Chandrayaan2 commenced today at  1843 Hrs IST. The launch is scheduled at 1443 Hrs IST on July 22nd.
More updates to follow... https://t.co/JTdKtMmkqR https://t.co/mHRNylwR9W",,2,Twitter for Android
fx16news,FX16 News,7/21/2019 18:16,#ISRO launch #Chandrayaan2 is scheduled at 1443 hours IST on July 22nd. https://t.co/GlfZM8huwm,"Tamil Nadu, India",2,Twitter for Android
NfaPost,NFAPost,7/21/2019 18:16,"Technical glitches rectified, Isro ready for #Chandrayaan2 launch: Dr Sivan
#News https://t.co/1K9NwbOW4Z https://t.co/DN52BQ626I","Bengaluru, India ",1,WordPress.com
IndoreTalk,Indore Talk,7/21/2019 18:16,"ISROMissions 🇮🇳: The launch countdown of GSLVMkIII-M1/ Chandrayaan2 commenced today at 1843 Hrs IST. The launch is scheduled at 1443 Hrs IST on July 22nd.

📷 ISRO

#ISROMissions #GSLVMklll #Chandrayaan2 #India #ISRO #Indore #IndoreTalk https://t.co/XmNZ9opdNs","Indore, India",3,Twitter for Android
ashishmahi4bjp,Ashish Singh Mahi,7/21/2019 18:16,"🇮🇳 #ISROMissions 🇮🇳
The launch countdown of #GSLVMkIII-M1/#Chandrayaan2 commenced today at  1843 Hrs IST. The launch is scheduled at 1443 Hrs IST on July 22nd.
@narendramodi @rsprasad 
@isro https://t.co/floknQTrg1","New Delhi, India",0,Twitter for Android
itsmeAAdhf,Ⓜ️🅰️HESH🇮🇳,7/21/2019 18:16,"India’s second space mission to the moon, #Chandrayaan2 is led by two women scientists of @isro , a first in India’s history! Sending my best to the rocket women and #ISRO team, more power to you! https://t.co/PEIlNd4TTv",,1,Twitter for Android
Subhash_Bagde,$ubhash Bagde,7/21/2019 18:16,".@isro Team: Just curious to know, while #Apollo11 took four days to land on moon's surface why is that #Chandrayaan2 would be taking 55 days as per the reports? Is there any reason? Does this question makes any sense?

#JustAsking","Pune & Nagpur, India",0,Twitter for Android
htTweets,Hindustan Times,7/21/2019 18:15,"How #Chandrayaan2 will keep its date with Moon, reports @AnonnaDutt 

https://t.co/WAHf3y8Mje https://t.co/2cCoav9UaT",India,6,Twitter Web App
imAjitGarg,gargajit,7/21/2019 18:14,"@isro time to prove your might. #Chandrayaan2 is all set to create history. All the best for the launch tomorrow.

#GSLVMkIII Up, Up, Away. #ISROMissions #India","Lucknow, India",0,Twitter for Android
Saumyawhatsnew,Zumi,7/21/2019 18:13,Wah bhai Wah. ISRO would launch not just rockets and missions but lame jingoistic hypernationalist people’s career too. #Chandrayaan2 #MissionMangalTrailer #AkshayKumar https://t.co/SXRBvD3v9X,London,0,Twitter Web App
DineshH00641236,Dinesh Hari,7/21/2019 18:12,@isro Thanks to all those who put their soul and blood in making this as a big day for INDIA. Congratulations @isro Congratulations to @rashtrapatibhvn @narendramodi #ISROTEAM #Chandrayaan2 #India #ISRO. Very much excited to witness the greatness and Sir APJ must be witnessing this😘😊,,0,Twitter for Android
Sanny_2050,SanatanSanjay🚩,7/21/2019 18:12,"If a film can be so fascinating, hard to feel joy after each impossible stuff. Team @ISRO you are really awesome. Best wishes for
#Chandrayaan2 
https://t.co/iNdVjcrDtG",India,0,Twitter for Android
viswanathauthor,viswanath.author,7/21/2019 18:12,"The anti-lobby must be questioning the govt- *why are you exploring the moon and putting spaceship's there? Moon is considered GOD by certain religions "" Why aren't they? #Chandrayaan2.0","Bengaluru, India",0,Twitter Web App
saumen70,saumen ray,7/21/2019 18:10,@isro We are very much optimistic about the launch countdown of #Chandrayaan2  scheduled at 1443 hours IST on July 22nd. All the best   #ISROMissions.,"Salt Lake City, Kolkata, India",0,Twitter Web App
MDFaizanAlam_,MD Faizan Alam,7/21/2019 18:09,"Big Day For We Indians TOMORROW!!!

#Chandrayaan2 

Good Night.","Madhupur,Jharkhand,India",0,Twitter for Android
sanjayezhava,Sanjay Ezhava🇮🇳,7/21/2019 18:09,"🇮🇳 #ISROMissions 🇮🇳
The launch countdown of #GSLVMkIII-M1/#Chandrayaan2 commenced today at  18:43 Hrs IST. The launch is scheduled at 14:43 Hrs IST on July 22nd.
#BestOfLuck #ISRO @isro https://t.co/3vI9hQ5jJD",surat,4,Twitter for iPhone
ASHUTOS79892651,Ashutosh singh mahamantri bjp kisanmorcha,7/21/2019 18:08,"#ISRO: The launch countdown of #Chandrayaan2 commenced today at 1843 hours IST. The launch is scheduled at 1443 hours IST on July 22nd.

via MyNt 
new India https://t.co/d1aixEmiSS","Uttar Pradesh, India",0,Twitter for iPhone
itsnadeemahmad,Nadeem Ahmad,7/21/2019 18:08,"#Chandrayaan2
Sere jahan se acha
hindusta hamara 🇮🇳🇮🇳
All the best  team @isro https://t.co/B0I1W3DH5f",kolkata,0,Twitter for Android
happypunekar,Kunal,7/21/2019 18:07,"@hitbyreality Don't forget to tune tv tomorrow...

#Chandrayaan2","Pune, India",0,Twitter for Android
editorji,editorji,7/21/2019 18:06,"'Baahubali' #GSLVMkIII, the heaviest rocket in #ISRO's garage will launch #Chandrayaan2 into orbit. https://t.co/zYy7o5Ggvr","Sultanpur, New Delhi",2,Twitter Web Client
SardaarEeshwar,Pawan Kalyan Devotee™,7/21/2019 18:05,"All the best.... 😎 
#TeamISRO #Chandrayaan2 https://t.co/nkGjduUhMu",Krishna District,0,Twitter for Android
editorji,editorji,7/21/2019 18:04,"ISRO is counting down to the launch of #Chandrayaan2, India's 2nd #Moon mission. The launch has been scheduled for 2.43 pm on Monday. https://t.co/EAz4Gah6jJ","Sultanpur, New Delhi",5,Twitter Web Client
blunderer15,Tarun,7/21/2019 18:04,"@GrumpyOldAstro 
Hey. Have you been following the #Chandrayaan2 mission by @isro 
I have a doubt about its trajectory and time in orbit. Can you help?!",,0,Twitter for Android
newstimebarak,NEWS TIME BARAK 🇮🇳,7/21/2019 18:03,"The #Chandrayaan2 mission will be launched at 2:43 pm on Monday from the Satish Dhawan Space Centre in Sriharikota, Andhra Pradesh. https://t.co/1nydos6gGN","Assam, India",0,Twitter for Android
Mrinmoy49193398,Mrinmoy Nath,7/21/2019 18:03,"🇮🇳 #ISROMissions 🇮🇳
The launch countdown of 
#GSLVMkIII-M1/#Chandrayaan2 
The launch is scheduled at 14:43 Hrs IST on July 22nd... https://t.co/nToHe1rhSE",,0,Twitter for Android
ArvindBehal,Arvind 阿尔文,7/21/2019 18:03,"Is it superstition if a scientist pray to God before execution of projects? Do @NASA &amp; @esa memebers believe in God? 
#scicomm #AcademicTwitter #sciencetwitter #Chandrayaan2 https://t.co/HWXFGmVqT1",India,0,Twitter for Android
FinancialXpress,Financial Express,7/21/2019 18:03,"If #Chandrayaan2 launch as well as the mission become successful, #ISRO will become the first space agency to conduct a soft landing on the south polar region of Moon. 

Read more: https://t.co/GffW1LfJVJ","New Delhi, India",8,TweetDeck
MAYURPA66804530,MAYUR PANDYA,7/21/2019 18:02,"I Wish You Best Of Luck One Again To Team #ISRO For #Chandrayaan2.       
Countdown Started.. Ready Steady Go🚀🚀🚀🚀🚀🚀🚀🚀

Come on India🚀🇮🇳
India's Proud Moments🇮🇳👏👏

#Chandrayaan2 
#chandrayaan2themoon https://t.co/A2VYfTX2uG",India,0,Twitter for Android
rajnish_______,Rajnish 🇮🇳,7/21/2019 18:01,"Who else is excited for #Chandrayaan2 #NewIndia
NDTV News: Ahead Of Chandrayaan Take 2, ISRO's Track Record Inspires Confidence.
https://t.co/V3CAhfGJqT

via @GoogleNews","New Delhi, India",0,Twitter for Android
hardikshah1985,Hardik Shah,7/21/2019 18:00,Countdown for #Chandrayaan2 begins again! Wishing #ISRO #ISROMissions all the very best for tomorrow’s launch 🚀 https://t.co/ktQnWPJ3Wt,"Ahmadabad City, India",0,Twitter for iPhone
aastha_shri,Aastha Shrivastava,7/21/2019 17:59,"It's awesome seeing your siblings achieve something that they discussed with you during the midnight talks years ago.
And it's happening not live though but at least with those who are behind it…
So Happy For You.😘 @itsnishtha23 
#Chandrayaan2",Earth,1,Twitter Web App
shubham_soni77,SHUBHAM SONI,7/21/2019 17:58,"Proud Moment for All of us !
Chandrayaan-2 will launch tomorrow At 14:43 hours , watch Live !🚀
#Chandrayaan2 #MSLV
#ISROMissions 
@isro https://t.co/ZkCqkLjIw4","📍Jabalpur, India",4,Twitter for Android
Basavar90647716,Basavaraj,7/21/2019 17:56,"@isro 🇮🇳 #ISROMissions 🇮🇳
The launch countdown of #GSLVMkIII-M1/#Chandrayaan2 commenced today at  1843 Hrs IST. The launch is scheduled at 1443 Hrs IST on July 22nd.
More updates to follow... https://t.co/GLvPMBgqs3",,1,Twitter for Android
HemKja,Spiked Maal 🚬,7/21/2019 17:56,"#SundayThoughts
The telescope of life!
#lifestyle #Truth #lifehack #organic
The real Chandrayaan. Go fly!
#Chandrayaan #NASA @elonmusk @SpaceX @isro #Chandrayaan2 https://t.co/7CWwOlZ90K","Moscow, Russia",0,Twitter for iPhone
SwapnilSP79,Swapnil ⛩😇Isha Yoga🕉😇📜🙏,7/21/2019 17:55,"🙏🧓🏻📙📖🙏🇮🇳@narendramodi 🙏📖🧐🇮🇳🙏🌻🌏🙏👨🏻‍✈️👩🏻‍✈️👩🏻‍🚀🇮🇳🙏 @isro #Chandrayaan2 the mission is planned to be launched to the Moon by a Geosynchronous Satellite Launch Vehicle Mark III (GSLV Mk III)
Launch date : July 22, 2019, 14:43 IST
Moon orbiter : Orbital insertion : Sept 7, 2019🕝 https://t.co/i5tQClqoGX","Blue Earth, MN🌏",1,Twitter for iPhone
NewIndianXpress,The New Indian Express,7/21/2019 17:55,"As #Chandrayaan2 is set to be re-launched, we look back at why the first attempt was aborted. https://t.co/wNz6uiLBun",Chennai,0,Twitter Media Studio
kirasambre777,ᴠᴇᴅᴀɴᴛʜ ᴋɪʀᴀsᴀᴍʙʀᴇ,7/21/2019 17:54,"Waiting for tomorrow. 
Time is very slow ,I can't wait.🤞 #India
#ISRO #Indian
#Chandrayaan2",nanded,0,Twitter for Android
