Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type
Biiiyaa,The Supercute Doctor,7/23/2019 13:33,"@Forbes says #Pakistan is getting ahead of #India in spreading the wealth to the masses.

It's been a few months since #ImranKhan became the #PrimeMinister there is a long beautiful road ahead 😍

#ImranKhanOurPride
#KashmirIssue
#Chandrayaan2
#IndiaMoonMission https://t.co/DV0AalmTRt","Lahore, Pakistan",0,Twitter for Android
DHFLGI,DHFL GI,7/23/2019 13:33,A historic and proud moment for all the Indians! Congratulations to @isro and it is indeed a big leap as #Chandrayaan2 majestically takes off for the moon. https://t.co/0OFhYIOXHw,India,1,Twitter for Android
Naveengouda07,Naveengouda,7/23/2019 13:33,Great achievement #Chandrayaan2 https://t.co/fxVFNoJ3he,"Bagalkot,karnataka,India",0,Twitter for Android
BluntInteractiv,Blunt Interactive®,7/23/2019 13:32,"Congratulations @isro for achieving this BIG!

#Chandrayaan2🚀🛰️ #JaiHind 🇮🇳 #BluntInteractive https://t.co/32xRwQB7aI","Bhopal, India",1,Twitter for iPhone
rkmedikonda,IamMRK,7/23/2019 13:32,"#Chandrayaan2 total expenses 978cr @ysjagan Rice Bags orders 750cr @ncbn @naralokesh 

Congratulations to #isro and @YSRCParty 💐💐💐","Andhra Pradesh, India",0,Twitter for Android
moneycontrolcom,moneycontrol,7/23/2019 13:32,India's #Chandrayaan2 mission could have passed through the #Australian sky as people in Australia contacted media and reported seeing a bright light in the sky. Did the people in the country saw #UFO or was it #Chandrayaan2theMoon? 🚀 Here's more: https://t.co/oKbRIn7wLz https://t.co/Kuh2Auw8Hn,Mumbai,0,Twitter Media Studio
ihcdhaka,India in Bangladesh,7/23/2019 13:32,"For India’s Women in science, sky is not the limit! 

#Chandrayaan2🚀, the lunar mission owes it success to a team of outstanding minds &amp; at the forefront are the women scientists. The mission is spearheaded by Mission director, Ritu Karidhal &amp; project director, M Vanitha. https://t.co/eCVir531wa","High Commission of India, Dhaka, Plot No. 1-3, Park Road, Baridhara, Dhaka 1212.",5,Twitter for Android
Abhikumarr27,Abhinav Kumar,7/23/2019 13:32,ISRO can lunch whole Pakistan in space..If they got budget like NASA😆😆😂 #Chandrayaan2,"New Delhi, India",0,Twitter for Android
MadhureetaA,Madhureeta Anand,7/23/2019 13:31,What’s the point of going to the moon when this is the reality of our country. #beti #betibachaobetipadhao #Chandrayaan2 #GirlChild https://t.co/f1AWaJ8Sl1,India,0,Twitter for iPhone
talk_dumb,Dumb Talk,7/23/2019 13:31,"With the #Chandrayaan2 launch, people are treating Twitter like WhatsApp https://t.co/Kjlk8o5O2c",India,0,Twitter Web App
HelpingHearty,~Hearty~,7/23/2019 13:31,@OyeBandhu everywhere people still only tokin bout yesterday launching... But what’s the current status of #Chandrayaan2 after 24 hours howz it going ?? #oyebandhu any update ?? 📡,India,0,Twitter for iPhone
Techcronus,Techcronus Business Solutions,7/23/2019 13:31,"Techcronus Business Solutions Pvt Ltd #Congratulate to your team #ISRO, you make every Indian proud👏👏👏

A billion Indian dreams take off - #Chandrayaan2 #ISRO ❤️

#ISRO #MissiontoMoon #isromissions #chandrayaan2 #isro #launching #22july2019 https://t.co/NkUnTHbeS1",India,0,Twitter Web Client
EdenRealtyGroup,Eden Realty Group,7/23/2019 13:30,"Congratulations ISRO! 
#Chandrayaan2 #SuccessfulLaunch #ISRO #EdenRealty https://t.co/GjRWkEcfBL",,0,Twitter Web App
EngineBrand,Engine Mustard Oil,7/23/2019 13:30,"Hearty congratulations to the team at #ISRO for launching India’s second lunar mission, #Chandrayaan2.
 #Chandrayaan #proudfeelings #ProudIndian #EngineBrand https://t.co/1Qdgtm9MP6","Mathura, UP - 281004",0,Twitter for Android
prince_agra,Rohan Sharma,7/23/2019 13:30,"@priyankachopra @priyankachopra These @isro people are so rude, they didn't even care about your Asthma. 
#India #Isro #Chandrayaan2 #ISROTeam #ISROTeam #IndiaMoonMission #IndiaOnTheMoon #ModiWantsMediation #ModiHaiToMumkinHai https://t.co/i7N1vlQo5E",Agra,0,Twitter Web App
sapna_mohata,Sapna Mohata Singhi,7/23/2019 13:30,Congratulations ISRO so proud.. #Chandrayaan2 https://t.co/wJmNVqJfls,"Mumbai, India",1,Twitter for Android
orfonline,ORF,7/23/2019 13:30,The successful launch of #Chandrayaan2 reaffirms India’s emergence as a major player in the race for dominance in space. https://t.co/UG3iq198pA,India,0,TweetDeck
dr_kerron,Dr Kerron Reddy,7/23/2019 13:29,"My heart swelled with pride after watching the news story of the launch of #Chandrayaan2 at the Satish Dhawan Space Center at Sriharikota in Andhra Pradesh. Heartiest #Congratulations to the brilliant minds at #ISRO!

#KerronReddy #KnowKerron #India https://t.co/sFHWhMsy8V",Bangalor,0,Twitter Web App
Woxsen,Woxsen School of Biz,7/23/2019 13:29,"Spearheaded by 2 women, M Vanitha and Ritu Karidhal, Chandrayaan 2 is the world’s first mission to Moon’s South Pole. India becomes the fourth nation to soft land on the Moon and this is said to bolster India’s quest for becoming a space superpower.
We are proud!
#Chandrayaan2 https://t.co/ttTUWAKAcW","Hyderabad, India",1,Twitter Web App
FrendyIndia,Frendy India,7/23/2019 13:28,"Many congratulations to  India and the team @isro for successfully launching #Chandrayaan2 . It’s indeed  proud feeling to see Science and Technology taking leaps and bounds in space. 
All we are now awaiting is the next in line – the launch of Frendy.Stay tuned for more updates. https://t.co/uBdu4b74lY",,0,Twitter Web App
graphicdes_,Graphic Des,7/23/2019 13:28,"Congratulations ＩＳＲＯ on Successful Launch of 𝘾𝙝𝙖𝙣𝙙𝙧𝙖𝙮𝙖𝙖𝙣-2 - A big achievement is a perfect chance to remind someone how talented and deserving they are.

#chandrayaan2 #isro #india #nation #indian #mission #moon #isro_india #isroindia #SpaceMission #MissionToMoon https://t.co/seMPNV2rtb","Chicago, IL",0,Hootsuite Inc.
kfpatilbba,KLEBBAranebennur,7/23/2019 13:28,"Our students designed their artistic tribute to ISRO for chandrayaaan-2 scroll to see, 1st year, 2nd year A&amp;B and 3rd year. #chandrayaan2 #isro #ksivan #science #arts #india #space #klebba #kle #klebbarnr… https://t.co/s4p5iZP4v9",,0,Instagram
ReddyMinds,Santosh Reddy,7/23/2019 13:28,"Indian at heart, Indian in spirit! 

What would make every Indian overjoyed is the fact that #Chandrayaan2 is a fully indigenous mission. 

It will have an Orbiter for remote sensing the Moon and also a Lander-Rover module for analysis of lunar surface. https://t.co/4AcBNr15Xc","Mumbai, India",1,Twitter for Android
RajivHarsora68,Rajiv Harsora वोर्टस की सुनो 🇮🇳,7/23/2019 13:27,@INCIndia How to see Congress #ChandraYaan2 as of today https://t.co/rUW613pL6t, India,1,Twitter for iPhone
nitan_jain,Nitan jain,7/23/2019 13:27,"Jealousy #space level !!

#NASA  #Chandrayaan2 https://t.co/Bkvjy49l2w",Chandigarh,0,Twitter for Android
_Puja_Agarwal,Puja Agarwal,7/23/2019 13:27,"#CHANDRAYAAN2 LAUNCH ! #ISRO SCIENTISTS HATS OF, IT’S A GREAT MOMENT OF PRIDE FOR ALL  OF US INDIANS !","Los Angeles, CA",0,Twitter for iPhone
DelhiTimesTweet,Delhi Times,7/23/2019 13:27,#AssamPolice uses #Prabhas's #Baahubali2 poster to congratulate @isro for #Chandrayaan2 #ISRO https://t.co/VRyfR9vWS9,Delhi/Gurgaon/Noida,38,Twitter Web App
MarketSmithIND,MarketSmith India,7/23/2019 13:27,"Congratulations @isro on the successful launch of your Model Portfolio - #Chandrayaan2!

#ISRO #IndiaMoonMission #GSLVMkIII #MoonMission2 #StockMarket #Investment #Financial #StockMarketPortfolio https://t.co/NT8De2xGz8","Karnataka, India",0,Twitter Web App
KTOpinion,KTOpinion,7/23/2019 13:26,"@khaleejtimes Edit: Moon now, Mars next for human exploration
https://t.co/y94v3lftiX

#moon #Chandrayaan2 #India #ISRO #Mars #Mars2020 #UAE #US #China #Space #Exploration https://t.co/JQL6Xx2Mlx",,0,Twitter Web App
shiras_digital,Shiras Digital Marketing Services,7/23/2019 13:26,"Chandrayaan 2 India's second lunar exploration mission a special moment that will be recorded in the glorious history of India. The success of #Chandrayaan2 mission will make India the fourth country after the US, Russia, and China to pull off a soft landing on the moon. https://t.co/M5u9HJiZpU","Bengaluru, India",0,Twitter Web Client
oyerick,Oye Rickshaw,7/23/2019 13:26,"Congratulations ISRO on the successful launch of #Chandrayaan2

#moon #space #isro #isromissions #india https://t.co/mutUPRWVdR","New Delhi, India",0,Twitter for Android
thegraffitico,thegraffitico,7/23/2019 13:26,India picks up the pace in the space race with the launch of Chandrayaan 2 by @isro! The mission is set to be one of the first lunar landings happening at the South Pole of the moon. We are proud to be one of the first countries to take pole position on the moon. #Chandrayaan2 https://t.co/qYdQTOahP6,"Bangalore, India",0,Twitter for Android
BMWMotorrad_IN,BMWMotorrad_IN,7/23/2019 13:25,Celebrating the engineering spirit and dynamic technology of #Chandrayaan2. A commendable feat by ISRO on successfully launching #Chandrayaan2. https://t.co/iKbSVIJUzJ,"New Delhi, India",0,TweetDeck
CogniSun,CogniSun,7/23/2019 13:25,"#Cognisun congratulates ISRO on Chandrayaan 2 launch, seeks to learn about Moon’s the South Pole.
#Chandrayaan2
#Moon
#ISRO
#orbit https://t.co/Nd7yPZy2N1","Tallahassee, FL, US.",0,Twitter Web App
time_bohat_h,Veeran 🇮🇳,7/23/2019 13:25,"Tej pratap's only way to look 'Bhola'
#Chandrayaan2 https://t.co/xueK8ofL9b",India,0,Twitter for Android
JoguPratik,Joglekar Pratik,7/23/2019 13:25,So proud to be part of this wonderful vibrant country. @isro #Chandrayaan2 #proud #Indian #awesome #wearethebest,"Pune, India",0,Twitter for Android
AlokNinawe1,Alok Ninawe,7/23/2019 13:25,Congratulations #Chandrayaan2,,0,Twitter Web App
TataCompanies,Tata Group,7/23/2019 13:24,"We told them to reach for the stars, and she leaped for the moon!
Congratulations to @iiscbangalore alumna, Ritu Karidhal, on leading the #Chandrayaan2 mission. #ThisIsTata https://t.co/XWDbIX73rP",Global,28,Twitter Web Client
Bavishi_IVF,Bavishi Fertility Institute,7/23/2019 13:24,Technology can do wonders! Accept the technology and Enjoy the result! :) #Chandrayaan2 #ISRO https://t.co/LyrPvLut6N,,0,Hootsuite Inc.
LotusHerbals,Lotus Herbals,7/23/2019 13:23,"We know you love your baby to the moon🌙 and back. Let them soar high with the #ReassuringlyNatural care of Lotus Herbals baby+.🚀

#Chandrayaan2 #Chandrayaan2theMoon #Chandrayan2 #ISRO #ISROTeam https://t.co/POxkyhrPyB",India,0,Twitter Web Client
siddhanths7,S I D D H A N T H,7/23/2019 13:23,"Clouds are at their best today!
Looks like the sky is also appreciating yesterday's #Chandrayaan2 launch! :)
Adding to it's beauty is one of my favourite songs of @iamsrk :D https://t.co/udKwL3g9aG",India,0,Twitter for Android
BoatNirvana,boAt,7/23/2019 13:22,"Blast Off 🚀 And Float With boAt! 
Congratulations to the #ISRO on their successful launch of the #Chandrayaan2

#PlugIntoNirvana #Chandrayaan #Moon #Space https://t.co/hgMQfSyw2R",India,19,Buffer
wanttounderstnd,Krishna,7/23/2019 13:22,"@RahulGandhi @POTUS Hey, what happened when #ISRO launched the #Chandrayaan2? Where were you!? Too busy to not acknowledge our technical prowess?",India,0,Twitter Web App
NipoonJ,Nipoon,7/23/2019 13:22,"Goosebumps! Nation's Pride : ISRO! 
#Chandrayaan2 https://t.co/mRbki0i6fA",,0,Twitter for Android
expresstechsoft,expresstechsoftwares,7/23/2019 13:21,"The latest Chandrayaan 2 lander and rover mission that would soft-land on the moon on 7 September 2019 is easily ISRO’s most ambitious mission so far given several aspects of the mission on the whole...

#ProudIndian  #CongratsISRO #Chandrayaan2 #ISROMissions https://t.co/Q1GjedOdJl","Indore, India",0,Twitter Web App
HavmorIceCreams,Havmor Ice Cream,7/23/2019 13:21,"Hey @isro , enjoy the sweet taste of success! 

#ISRO #Chandrayaan2 #Chandrayaan2theMoon 
#ISROMission https://t.co/LOXfPmXWEv",India,0,Twitter Web App
Hoppits_Choc,Hoppits Chocolates,7/23/2019 13:21,Congratulating #ISRO who took the goodness to the moon. #GoodnessOnTheGo #Chandrayaan2. #GSLVMkIII #IndiaMoonMission https://t.co/MP7ETBeYto,,1,Twitter Web App
vigmukesh,mukesh vig,7/23/2019 13:20,"@BT_India Great attempt #Chandrayaan2 👍
When you're done, please come back soon to find water next door in Chennai ~

#ISRO",,0,Twitter Web Client
TanujSi47701251,Tanuj Singh,7/23/2019 13:20,Do you know 40 percent of Women are involved in #Chandrayaan2 Mission. It is a record so far that so much is involved in a mission. Glorious!! #MoonMission2 #ISRO #India #womensprogress2019,"Pratapgarh City, India",0,Twitter for Android
John_Chandra7,John Chandra,7/23/2019 13:20,"#Pakistan launching #Chandrayaan1 @ImranKhanPTI 
😂😂😂😂
@isro #Chandrayaan2 @PMOIndia @harbhajan_singh https://t.co/zcndCziYmT","Amsterdam, The Netherlands",0,Twitter for Android
SunteckR,Sunteck Realty,7/23/2019 13:19,"Chandrayaan 2, India’s second mission to the moon was a successful one, making India proud. Congratulations to the ISRO team and its scientists. Jai Hind!

#ISRO #ISROMission #IndiaMoonMission #missionmoon #Chandrayaan2 #ISROIndia #chandrayaan2mission https://t.co/g7XZQbd7Z9","Mumbai, India",0,Twitter Web App
imansoorshaikh,Mansoor منصور मन्सूर 🇮🇳,7/23/2019 13:19,This is Tweet of the year for me. #isro #Chandrayaan2 https://t.co/ja8VonWrln,"Pune, India",0,Twitter for Android
Vikezmedia,Vikez,7/23/2019 13:19,ISRO successfully launches lunar mission 'Chandrayaan-2' #Chandrayaan2 #moon #india #tech #ISRO #Aerospace #VIKEZ #science @YouTube #space #news https://t.co/slyyQTrr7G https://t.co/5QBITMGK5g,"San Jose, CA ",3,Twitter for iPhone
Rajkuma56192473,Proud Indian,7/23/2019 13:18,@DC_Gurugram @MunCorpGurugram inspired by #Chandrayaan2  #encroachment is trying to reach sky in #sector14 #Gurugram.  @cmohry @mlkhattar everything getting worse with every passing day https://t.co/MZXBA2uXpe,India,1,Twitter for Android
vkiitb,Venkatesh Kadam,7/23/2019 13:17,"Successful launch of #chandrayaan2
Liberal gang 🙈🙉🙊
Hima das wins 5 gold medals
Liberal gang 🙈🙉🙊
Donald Trump - PM Modi asked him to mediate in Kashmir issue
Liberal gang 👂👀 🗣
#KashmirIssue #TrumpKaJhoot","Powai, Mumbai",0,Facebook
gprasadadv,Gopal Prasad,7/23/2019 13:17,"Indian at heart, Indian in spirit! 

What would make every Indian overjoyed is the fact that #Chandrayaan2 is a fully indigenous mission.
@narendramodi https://t.co/r24hsaV9ks",,0,Twitter for Android
imsuc_campus,IMS Ghaziabad (UC),7/23/2019 13:17,"Another historical and proud moment for the country as #Chandrayaan2 , a #mission to study the #moon was successfully launched on 22nd July 2019. The brainchild of Indian Space Research Organization (ISRO), the #mission will attempt to explore the south polar region of the Moon. https://t.co/EcnGzEePZH","Ghaziabad, India",1,Twitter for Android
theTHAKURAIN_,Starlet 💫,7/23/2019 13:16,Salute to @isro and their indomitable spirit 🇮🇳 #Chandrayaan2 https://t.co/oQHNYgocBd,जहां महादेव वहां हम 🕉️ ,3,Twitter for Android
DurgaMahanthesh,Mahanthesh Durga,7/23/2019 13:16,"@NASA @isro INDIA is working to become  VishwaGuru in all aspects, INDIA will guide all countries in future. Congrats @isro on your successful project #Chandrayaan2 . Wish you all the best for next mission projects.
Jai Hind 🇮🇳",,0,Twitter for Android
ShivaChacha,Shiva Panwar Chacha,7/23/2019 13:15,"Congratulations #ISROMissions 
To launching successful #Chandrayaan2 
@RahulGandhi @narendramodi @SachinPilot @ashokgehlot51 @SalehMohammad_ @RooparamDhandev @MeghwalAnjana @INCIndia @IYC @INCRajasthan @IYCRajasthan https://t.co/kmJRBgJw0g","Pokaran, India",0,Twitter for Android
reyazali533,BrAnd RaEeS,7/23/2019 13:15,"Congratulations #ISRO on the successful launch of #Chandrayaan2🚀 

@iamsrk @aanandlrai @AnushkaSharma #KatrinaKaif @RedChilliesEnt @isro https://t.co/uY9SK0JuVl","West Bengal, India",1,Twitter for Android
BiIndia,Business Insider India🇮🇳,7/23/2019 13:15,"Here’s why it’s going to take 7 weeks for #Chandrayaan2 to reach the Moon 

https://t.co/rKfcb9ybQo - @pabsgill https://t.co/pAojsZpwC4","New Delhi, India",2,TweetDeck
AvvatarIndia,Avvatar Sports Nutrition,7/23/2019 13:14,"Hard work &amp; dedication is all that matters.
Wishing #ISRO the best for future endeavours.

#Chandrayaan2 #Avvatar #ReconstructYourself #MassGainer #Fitness #ChocolateDelite #FitJam #Protein #MuscleGainer #WheyProtein https://t.co/YYHThBqc82",India,1,Twitter Web App
AjayJad57536532,Ajay Jadhav,7/23/2019 13:14,"I congratulate Team @isro on achieving yet another milestone with the launch of #Chandrayaan2!

Hope this paves the way for many more ambitious and successful missions in the future. Jai Hind 🇮🇳! https://t.co/f3OcCGV1h2",,0,Twitter for Android
SPICinemas,SPI Cinemas,7/23/2019 13:14,"Congratulations to the ISRO team for the successful launch of Chandrayaan 2!
#ISRO #Chandrayaan2 #SPICinemas https://t.co/CYTJmX8KwH",India,10,Twitter for Android
abhilashsingh_,Abhilash Singh,7/23/2019 13:13,Another historic and proud moment for the nation as #Chandrayaan2 is launched. Heartly congratulations to scientists at @isro 🇮🇳🇮🇳,"Lucknow, India",0,Twitter for Android
SIBMBengaluru,SIBM Bengaluru,7/23/2019 13:13,"The entire world watched as Chandrayaan 2 took to the sky! Congratulations to the teams who spent countless days ensuring its success!

Take your management career to a  new level with us, just like it!

#LifeAtSIBMB #Chandrayaan2 #ISRO #SIBMBengaluru https://t.co/u0GrVsN0Tk",Bengaluru,6,Twitter for Android
DhruBJP,Dhru Mehta BJP,7/23/2019 13:12,"Rahul Gandhi didn't even wish #Chandrayaan2 success yesterday but today quickly jumped to play his dirty politics even after govt denied it. 

US Congressman trusts Modi, but India's Congress leaders attacking him.

Public is watching, don't cry EVM hacked later. https://t.co/SdE46zNUva"," Dombivali , Mumbai - Delhi",2,Twitter for Android
SRKkolhapurcfc,🛡SRK KOLHAPUR CFC🛡,7/23/2019 13:11,"Repost :- @cypplOfficial
Congratulations #ISRO on the successful launch of #Chandrayaan2🚀 

@iamsrk @aanandlrai @AnushkaSharma #KatrinaKaif @RedChilliesEnt @isro @SRKCHENNAIFC https://t.co/8mgIzNxspD","Kolhapur, India",21,Twitter for Android
RajeshmAsher,Rajesh.Asher,7/23/2019 13:10,"Some countries have moon on their flags
🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷

While some countries having their flags on moon
🇺🇸 🇷🇺 🇮🇳 🇨🇳

#Chandrayaan2","Chennai, India",0,Twitter for Android
sahilgangwar09,Sahil gangwar,7/23/2019 13:10,"#Chandrayaan2theMoon RESPECT HIM FOR ISRO. AND FOR DRDO RESPECT KALAM.
#INDIAONMOON #chandrayaan2 https://t.co/FS0GYtcqyC","Delhi, India",0,Twitter Web App
RpureM,RPure Masala,7/23/2019 13:10,Rpure Spices Wishes Team ISRO a big Congratulations for the successful launch of Chandrayaan-2 😀🚀 #chandrayaan2 #isro #chandrayaan #proudindian #rpurespices #indianspices #missionmoon https://t.co/NYQfF3jC9K,India,0,Twitter Web App
MePaulSajal,Sajal Paul,7/23/2019 13:09,Feeling lucky and proud to witness the extraordinary moment live on tv which marked a historic moment... #Chandrayaan2 #SDSC #Sriharikota https://t.co/aqXVoHmPk8,"Kolkata, India",0,Twitter for Android
PrivaLaminates,Priva Laminates,7/23/2019 13:09,"The launch of Chandrayaan-2 by ISRO is a proud moment for the entire mankind
#Priva #Laminates #Laminate #architects #laminatecollection #Designs #collection #designinglaminates #ISRO #Chandrayaan2 #GSLVMkIII #Congratulations #India #Moon #Space #IndiaMoonMission #LunarLanding https://t.co/dw91o6c1Xx",,0,Twitter Web App
vaiby03,VAIBHAV NARANG,7/23/2019 13:09,"Indian at heart, Indian in spirit! 

What would make every Indian overjoyed is the fact that #Chandrayaan2 is a fully indigenous mission. https://t.co/dE9qH30R9E","New York, NY",0,Twitter for Android
DeshApnayen,Desh Apnayen,7/23/2019 13:08,"A moment of pride for every Indian!
#Chandrayaan2 the brainchild of @isro &amp; one of India's most ambitious space-based missions,finally took flight!

#DeshApnayen #ISRO #IndianSpaceResearchOrganisation #AwareCitizen #ApathyToOwnership #IndiaOnTheMoon #AlertInformedAndActiveCitizen https://t.co/VobdTBGikh","Mumbai, Maharashtra",0,Twitter Web App
purana_memer_hu,RiTh Vik 🇮🇳,7/23/2019 13:08,"Every 15/20 Years old indian bike right now***

#Chandrayaan2 https://t.co/9SMEeLhI7l",,0,Twitter for Android
a20nitin,Nitin Chavan,7/23/2019 13:08,In a parallel world one would believe that #Chandrayaan2 was just a promotional event for #MissionMangal,Solitude,0,Twitter for Android
Macabrity,Macumazahn,7/23/2019 13:07,@iIakobos Just wait for them to lose contact with #Chandrayaan2 and then re-establish contact. Then we can make #ChandrayaanZindaHai,,0,Twitter Web App
SensingSenses,Dynamo,7/23/2019 13:06,"Since the launch of #Chandrayaan2, brands across categories have been posting creatives to mark the accomplishment.

In most cases, both national &amp; international brands, have congratulated ISRO, but #Congress has a different story to tell.

Kudos Vetrons!

https://t.co/UqKcT8auic","New Delhi, India",0,Twitter Web App
ankush161281,Ankush Bansal,7/23/2019 13:06,"Best coverage on #Chandrayaan2 so far i saw with excellent animation .
India moon probe Chandrayaan 2 launches into space | DW News https://t.co/8kyjTZREpI via @YouTube",,0,Twitter for iPhone
ThePrintScience,ThePrint Science,7/23/2019 13:06,#Chandrayaan2 is in orbit around the earth. Now what? Here's a list of important dates to watch out for until the landing on Sept 7 | @sandygrains #ThePrintScience https://t.co/4d1F4Y8bQA,,1,TweetDeck
utejonmayamTOI,U Tejonmayam,7/23/2019 13:05,"#Chandrayaan2 can think and act on its own with its electronic brain 
Here's my story on how #ISRO scientists mastered what according to rocket science is called 'autonomy' #MoonLanding #ISROMissions @timesofindia 

https://t.co/JcpVcAS0mF","Chennai, India",0,Twitter Web App
SuKumarPayal,Surendra Kumar Payal,7/23/2019 13:05,"#NSE down
#BSE down
#Rupee down 
#Real_Estate in the dumps 
Auto Sales plummet 

The only thing soaring currently is the ""#Chandrayaan2""

Thank you #ISRO","Gurgaon, Haryana",0,Twitter for iPhone
GangulyAmrita,Amrita Ganguly,7/23/2019 13:05,"The RJ on #RadioOne was talking about the #Chandrayaan2 launch &amp; how the female scientist did the countdown, and then she said “..not that I’m a feminist, but it’s good to see equality everywhere”.
Behen, what do u think feminism is about? And why are u NOT a feminist?","Bengaluru, India",0,Twitter for iPhone
JKNextMobiles,JKNextMobiles,7/23/2019 13:05,JK Next celebrates the successful launch of #Chandrayaan2. #ProudIndian #MissionMoon https://t.co/G4lEbUFtRd,Mumbai,0,Hootsuite Inc.
samgupt,Peacefully Political,7/23/2019 13:04,"@moronhumor @RahulGandhi @POTUS My fear, he has been places on #Chandrayaan2 by Modi &amp; ISRO. RSS seems to have penetrated that organisation too. Tweets are coming but he is not visible.",,0,Twitter for iPhone
imshivbhavna,Bhavna Desai,7/23/2019 13:04,"@moronhumor @RahulGandhi @POTUS That's the matter of interest 
#Chandrayaan2 is made in India and #Trump is imported... 
And Italy always attract by imported material ,,, for them india is just like ""Hum hai rajaa yaha ke""...",India,0,Twitter for Android
AsiavilleNews,Asiaville,7/23/2019 13:03,"Yesterday was the start of a historic journey by India, towards the south pole of the moon. So in honour of ISROs success, we bring you 'Ten DYKs (Did You Know) on the early journey of #ISRO'

#CongratulationsISRO
#Chandrayaan2
#IndiaMoonMission
#Chandrayaan2theMoon https://t.co/11F39YNk2x","Noida, India",0,Twitter Web App
samgupt,Peacefully Political,7/23/2019 13:03,"@ShekharGupta @deekbhardwaj My fear, he has been places on #Chandrayaan2 by Modi &amp; ISRO. RSS seems to have penetrated that organisation too. Tweets are coming but he is not visible.",,0,Twitter for iPhone
ojha_sahab,Sudhanshu Ojha,7/23/2019 13:03,"I Know This Man Is Looking Down          
            On India From Heaven 
With  A Great Smile On His Face! 
#Chandrayaan #Chandrayaan2 #ISRO #ISROTeam #Indian https://t.co/pHagfRNXn3","Uttar Pradesh, India ",0,Twitter for Android
CopperMfg,Electro Copper & Alloys Mfg. Co.,7/23/2019 13:03,"Congratulations to Entire Team of #ISRO

Proud Moment for India!

India's Second Mission to the Moon #Chandrayaan2 https://t.co/dDHbhVRpX0",,1,Twitter Web App
SheThePeople,SheThePeople,7/23/2019 13:03,"India's Rs.1000 crore mission is headed by these two women  #Chandrayaan2 @isro #TuesdayMotivation #MoonMission2
https://t.co/BwX5e8DX3b",India,0,Twitter for Android
2019Icord,iCORD 2019,7/23/2019 13:03,"Come and join #DrChiragDesai and other experts to debate the #ethicalsissues surrounding the use of #cellbasedtherapies.
#cancerconference #Chandrayaan2 #oncology #oncologyresearch #biotechnology #applynow #cancertreatment #CancerResearch #conference #meetings https://t.co/aPsKvZLQjy","Delhi, India",0,Twitter for iPhone
goofy_foodie,Anubhav Das,7/23/2019 13:03,Fascinating 😀 #Chandrayaan2 #GSLVMkIII_M1 https://t.co/AYjZqu99mD,"Cork, Ireland",0,Twitter for Android
KindleIndia,Amazon Kindle India,7/23/2019 13:02,"Read about the formation of ISRO and it’s revolutionary space missions at a flat 65% off from 23rd to 25th July on #KindleIndia - https://t.co/mIFoudrrtf

#ISRO #Chandrayaan2 https://t.co/TdAc25DtIa",India,0,Twitter for iPhone
JVCIndiaOff,JVCIndia,7/23/2019 13:02,Best wishes to the #ISRO team who have made the #Chandrayaan2 mission possible. https://t.co/foDM2MgyzM,India,0,Twitter Web App
dt_next,DT Next,7/23/2019 13:02,"A day after launching the country's second moon mission, the Indian Space Research Organisation (#ISRO) on Tuesday said the #Chandrayaan2 spacecraft is in good health and moving in the right direction .

#DTNext
https://t.co/sLacAvE92s","Chennai, India",0,Twitter Web App
df2mz,Edgar Kaiser,7/23/2019 13:02,"In this recording #Chandrayaan2 was approaching perigee over the Indian Ocean. The S-band signal on 2230.8 MHz was very strong in my 1m dish. Tabulated Doppler data is available here: https://t.co/TZt13JakTb
Use at your convenience. https://t.co/1WEaJB6YrF",Kiel / Germany,6,Twitter Web Client
PNGJewellers,PNG Jewellers,7/23/2019 13:02,"As trails of amber mushroom clouds were let-off from the engines, India was prepared to scale the silvery surface of the moon &amp; write its name in permanence in the history books. We congratulate #ISRO &amp; whole nation for this moment. #Chandrayaan2 #IndiaMoonMission  #PNGJewellers https://t.co/5cAIWTcG7x","India, United States, UAE",0,Twitter for Android
agarwal_annanya,Annanya Agarwal,7/23/2019 13:02,"Super proud of @isro for launching #Chandrayaan2, the first mission to the moon's south pole.. Eagerly awaiting news of a successful moon landing! https://t.co/6o65rJdoDG","Mumbai, India",1,Twitter for Android
MallikarjunINCK,🕉️| ᴍäʟʟɪᴋäʀᴊüɴ ᴛäʟäɢäᴅᴇ ÏŇČ,7/23/2019 13:01,"@PCMohanMP @narendramodi @PMOIndia @AmitShah @BJP4Karnataka @JoshiPralhad @PrakashJavdekar @PiyushGoyal @rajeev_mp How come #Chandrayaan2 is @narendramodi achievement?

Its only @isro achievement 

Engineers had put their efforts day &amp; night, I don't know how many of them missed their breakfast,lunch,dinner

Show @BJP4India Govt real achievement 

All community ppl been assassinated by bhats","Los Angeles, CA",0,Twitter for Android
capitalmallbhpl,"Capital Mall, Bhopal",7/23/2019 13:01,"Chaand ki or Bharat ka ek kadam aur !!

@capitalmallbhpl #congratulates #TeamISRO, #India for successful launch of #Chandrayaan2
#Chandrayaan2TheMoon https://t.co/WT0jJU1R3T",Bhopal,0,Twitter Web App
